2.850066666666666859e-01
5.783000000000001473e-01
5.870666666666666256e-01
7.856733333333333347e-01
8.285600000000000742e-01
8.874866666666666459e-01
8.758733333333335036e-01
9.103266666666665063e-01
9.478600000000000358e-01
9.582066666666665400e-01
