9.888000000000000123e-01,9.858000000000000096e-01,9.881999999999999673e-01,9.457999999999999741e-01,9.886000000000000343e-01,4.815999999999999726e-01,9.255999999999999783e-01,5.081999999999999851e-01,5.020000000000000018e-01,4.979999999999999982e-01,5.620000000000000551e-01,5.705999999999999961e-01,9.864000000000000545e-01,4.934000000000000052e-01,6.353999999999999648e-01,5.280000000000000249e-01,5.041999999999999815e-01,9.881999999999999673e-01,4.964000000000000079e-01,5.338000000000000522e-01,9.804000000000000492e-01,9.235999999999999766e-01,9.484000000000000208e-01,4.928000000000000158e-01,5.013999999999999568e-01,5.010000000000000009e-01,4.361999999999999766e-01,4.848000000000000087e-01,4.989999999999999991e-01,5.931999999999999496e-01
9.848000000000000087e-01,9.697999999999999954e-01,4.938000000000000167e-01,9.747999999999999998e-01,9.297999999999999599e-01,4.873999999999999999e-01,9.484000000000000208e-01,6.695999999999999730e-01,9.564000000000000279e-01,5.070000000000000062e-01,5.535999999999999810e-01,9.844000000000000528e-01,9.893999999999999462e-01,5.520000000000000462e-01,9.886000000000000343e-01,5.807999999999999829e-01,6.049999999999999822e-01,9.858000000000000096e-01,9.903999999999999471e-01,9.507999999999999785e-01,9.649999999999999689e-01,9.886000000000000343e-01,9.387999999999999678e-01,9.826000000000000290e-01,9.908000000000000140e-01,8.991999999999999993e-01,5.068000000000000282e-01,9.799999999999999822e-01,5.332000000000000073e-01,6.373999999999999666e-01
9.901999999999999691e-01,9.365999999999999881e-01,8.798000000000000265e-01,9.424000000000000155e-01,9.886000000000000343e-01,9.799999999999999822e-01,9.818000000000000060e-01,6.078000000000000069e-01,9.886000000000000343e-01,9.617999999999999883e-01,8.526000000000000245e-01,9.394000000000000128e-01,9.893999999999999462e-01,8.719999999999999973e-01,9.901999999999999691e-01,9.883999999999999453e-01,8.558000000000000052e-01,9.831999999999999629e-01,6.532000000000000028e-01,4.964000000000000079e-01,5.080000000000000071e-01,9.906000000000000361e-01,9.778000000000000025e-01,4.968000000000000194e-01,9.898000000000000131e-01,9.667999999999999927e-01,5.023999999999999577e-01,9.744000000000000439e-01,5.919999999999999707e-01,7.062000000000000499e-01
9.582000000000000517e-01,9.445999999999999952e-01,9.726000000000000201e-01,9.262000000000000233e-01,5.020000000000000018e-01,9.854000000000000536e-01,9.254000000000000004e-01,9.913999999999999480e-01,9.891999999999999682e-01,9.874000000000000554e-01,9.127999999999999448e-01,5.368000000000000549e-01,9.869999999999999885e-01,9.831999999999999629e-01,9.899999999999999911e-01,9.599999999999999645e-01,9.828000000000000069e-01,9.814000000000000501e-01,9.898000000000000131e-01,9.768000000000000016e-01,5.041999999999999815e-01,9.761999999999999567e-01,9.911999999999999700e-01,9.834000000000000519e-01,9.906000000000000361e-01,9.756000000000000227e-01,9.799999999999999822e-01,7.254000000000000448e-01,6.001999999999999558e-01,7.119999999999999662e-01
9.906000000000000361e-01,9.404000000000000137e-01,9.878000000000000114e-01,9.664000000000000368e-01,9.866000000000000325e-01,9.382000000000000339e-01,9.437999999999999723e-01,9.913999999999999480e-01,9.893999999999999462e-01,9.654000000000000359e-01,9.736000000000000210e-01,9.412000000000000366e-01,9.861999999999999655e-01,9.257999999999999563e-01,9.768000000000000016e-01,4.577999999999999847e-01,9.102000000000000091e-01,9.839999999999999858e-01,9.898000000000000131e-01,9.893999999999999462e-01,9.869999999999999885e-01,9.798000000000000043e-01,9.818000000000000060e-01,9.878000000000000114e-01,9.911999999999999700e-01,9.495999999999999996e-01,9.527999999999999803e-01,9.886000000000000343e-01,5.452000000000000179e-01,9.704000000000000403e-01
9.898000000000000131e-01,9.475999999999999979e-01,9.839999999999999858e-01,9.697999999999999954e-01,9.881999999999999673e-01,9.826000000000000290e-01,9.459999999999999520e-01,9.891999999999999682e-01,9.874000000000000554e-01,9.701999999999999513e-01,9.492000000000000437e-01,9.896000000000000352e-01,9.858000000000000096e-01,9.821999999999999620e-01,9.908000000000000140e-01,9.566000000000000059e-01,9.576000000000000068e-01,9.794000000000000483e-01,9.808000000000000052e-01,9.899999999999999911e-01,9.883999999999999453e-01,9.869999999999999885e-01,9.879999999999999893e-01,9.859999999999999876e-01,9.908000000000000140e-01,9.654000000000000359e-01,9.464000000000000190e-01,9.918000000000000149e-01,5.041999999999999815e-01,9.858000000000000096e-01
9.869999999999999885e-01,9.464000000000000190e-01,9.821999999999999620e-01,9.851999999999999647e-01,9.756000000000000227e-01,8.621999999999999664e-01,9.586000000000000076e-01,9.916000000000000369e-01,9.886000000000000343e-01,9.851999999999999647e-01,9.554000000000000270e-01,9.889999999999999902e-01,9.859999999999999876e-01,9.911999999999999700e-01,9.879999999999999893e-01,9.697999999999999954e-01,9.868000000000000105e-01,9.784000000000000474e-01,9.844000000000000528e-01,9.889999999999999902e-01,9.886000000000000343e-01,9.667999999999999927e-01,9.898000000000000131e-01,9.886000000000000343e-01,9.898000000000000131e-01,9.711999999999999522e-01,9.582000000000000517e-01,9.502000000000000446e-01,9.896000000000000352e-01,9.903999999999999471e-01
9.896000000000000352e-01,9.751999999999999558e-01,9.886000000000000343e-01,9.674000000000000377e-01,9.609999999999999654e-01,9.841999999999999638e-01,9.699999999999999734e-01,9.898000000000000131e-01,9.864000000000000545e-01,9.858000000000000096e-01,9.779999999999999805e-01,9.200000000000000400e-01,9.903999999999999471e-01,9.828000000000000069e-01,9.846000000000000307e-01,9.277999999999999581e-01,9.876000000000000334e-01,9.774000000000000465e-01,9.889999999999999902e-01,9.889999999999999902e-01,9.881999999999999673e-01,9.616000000000000103e-01,9.899999999999999911e-01,9.876000000000000334e-01,9.909999999999999920e-01,9.679999999999999716e-01,9.624000000000000332e-01,9.539999999999999591e-01,9.883999999999999453e-01,7.426000000000000378e-01
9.898000000000000131e-01,9.781999999999999584e-01,9.874000000000000554e-01,9.866000000000000325e-01,9.651999999999999469e-01,9.859999999999999876e-01,9.811999999999999611e-01,9.886000000000000343e-01,9.861999999999999655e-01,9.888000000000000123e-01,9.706000000000000183e-01,9.881999999999999673e-01,9.879999999999999893e-01,9.911999999999999700e-01,9.828000000000000069e-01,9.649999999999999689e-01,9.849999999999999867e-01,9.861999999999999655e-01,9.886000000000000343e-01,9.889999999999999902e-01,9.876000000000000334e-01,9.834000000000000519e-01,9.889999999999999902e-01,9.858000000000000096e-01,9.844000000000000528e-01,9.829999999999999849e-01,9.549999999999999600e-01,9.903999999999999471e-01,9.891999999999999682e-01,9.804000000000000492e-01
9.851999999999999647e-01,9.799999999999999822e-01,9.886000000000000343e-01,9.879999999999999893e-01,9.881999999999999673e-01,9.796000000000000263e-01,9.622000000000000552e-01,9.856000000000000316e-01,9.858000000000000096e-01,9.879999999999999893e-01,9.661999999999999478e-01,9.849999999999999867e-01,9.871999999999999664e-01,9.826000000000000290e-01,9.841999999999999638e-01,9.223999999999999977e-01,9.864000000000000545e-01,9.761999999999999567e-01,9.859999999999999876e-01,9.874000000000000554e-01,9.876000000000000334e-01,9.864000000000000545e-01,9.871999999999999664e-01,9.851999999999999647e-01,9.896000000000000352e-01,9.751999999999999558e-01,9.684000000000000385e-01,9.891999999999999682e-01,9.888000000000000123e-01,9.878000000000000114e-01
