w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
1.503414661501219496e-01,-2.757818007701110519e-01,3.931456346304583183e-01,7.318894385356920773e-02,-1.731741330148105773e-01,-7.366838509881930286e-02,2.775489961020076723e-01,1.830972310365376263e-02,-4.085946285100474501e-02,6.546956361519799816e-02,-1.460277067207536028e-01
